device_id,segment_code,start_time,end_time,activity_level
803,1,2015-02-09 14:00:00,2015-02-09 17:12:00,light
803,1,2015-02-09 17:13:00,2015-02-09 18:12:00,light
803,1,2015-02-09 18:13:00,2015-02-09 20:07:00,light
803,1,2015-02-09 20:08:00,2015-02-09 20:17:00,sedentary
803,1,2015-02-09 20:18:00,2015-02-10 05:48:00,sleep
803,2,2015-02-10 05:49:00,2015-02-10 07:20:00,sedentary
803,2,2015-02-10 07:21:00,2015-02-10 08:55:00,light
803,2,2015-02-10 08:56:00,2015-02-10 10:15:00,moderate
803,2,2015-02-10 10:16:00,2015-02-10 11:04:00,light
803,2,2015-02-10 11:05:00,2015-02-10 13:34:00,light
803,2,2015-02-10 13:35:00,2015-02-10 15:45:00,light
803,2,2015-02-10 15:46:00,2015-02-10 16:41:00,vigorous
803,2,2015-02-10 16:42:00,2015-02-10 17:11:00,moderate
803,2,2015-02-10 17:12:00,2015-02-10 17:51:00,sedentary
803,2,2015-02-10 17:52:00,2015-02-10 18:28:00,moderate
803,2,2015-02-10 18:29:00,2015-02-10 19:10:00,vigorous
803,2,2015-02-10 19:11:00,2015-02-10 21:24:00,light
803,2,2015-02-10 21:25:00,2015-02-10 22:15:00,light
803,2,2015-02-10 22:16:00,2015-02-11 00:22:00,sedentary
803,2,2015-02-11 00:23:00,2015-02-11 04:27:00,sleep
803,3,2015-02-11 04:28:00,2015-02-11 05:09:00,moderate
803,3,2015-02-11 05:10:00,2015-02-11 06:25:00,light
803,3,2015-02-11 06:26:00,2015-02-11 07:31:00,light
803,3,2015-02-11 07:32:00,2015-02-11 08:45:00,light
803,3,2015-02-11 08:46:00,2015-02-11 09:38:00,light
803,3,2015-02-11 09:39:00,2015-02-11 10:09:00,light
803,3,2015-02-11 10:10:00,2015-02-11 11:37:00,light
803,3,2015-02-11 11:38:00,2015-02-11 12:12:00,vigorous
803,3,2015-02-11 12:13:00,2015-02-11 12:44:00,light
803,3,2015-02-11 12:45:00,2015-02-11 13:53:00,light
803,3,2015-02-11 13:54:00,2015-02-11 15:02:00,light
803,3,2015-02-11 15:03:00,2015-02-11 16:38:00,light
803,3,2015-02-11 16:39:00,2015-02-11 17:18:00,vigorous
803,3,2015-02-11 17:19:00,2015-02-11 18:13:00,moderate
803,3,2015-02-11 18:14:00,2015-02-11 19:58:00,light
803,3,2015-02-11 19:59:00,2015-02-11 20:51:00,moderate
803,3,2015-02-11 20:52:00,2015-02-11 21:54:00,light
803,3,2015-02-11 21:55:00,2015-02-11 22:04:00,sedentary
803,3,2015-02-11 22:05:00,2015-02-12 04:13:00,sleep
803,4,2015-02-12 04:14:00,2015-02-12 04:52:00,light
803,4,2015-02-12 04:53:00,2015-02-12 06:26:00,light
803,4,2015-02-12 06:27:00,2015-02-12 06:57:00,vigorous
803,4,2015-02-12 06:58:00,2015-02-12 08:44:00,light
803,4,2015-02-12 08:45:00,2015-02-12 09:40:00,light
803,4,2015-02-12 09:41:00,2015-02-12 10:17:00,moderate
803,4,2015-02-12 10:18:00,2015-02-12 11:37:00,light
803,4,2015-02-12 11:38:00,2015-02-12 12:08:00,light
803,4,2015-02-12 12:09:00,2015-02-12 13:19:00,light
803,4,2015-02-12 13:20:00,2015-02-12 13:49:00,light
803,4,2015-02-12 13:50:00,2015-02-12 14:49:00,light
803,4,2015-02-12 14:50:00,2015-02-12 15:19:00,moderate
803,4,2015-02-12 15:20:00,2015-02-12 15:56:00,light
803,4,2015-02-12 15:57:00,2015-02-12 17:11:00,light
803,4,2015-02-12 17:12:00,2015-02-12 17:43:00,light
803,4,2015-02-12 17:44:00,2015-02-12 17:47:00,sedentary
803,4,2015-02-12 17:48:00,2015-02-13 00:55:00,sleep
803,5,2015-02-13 00:56:00,2015-02-13 02:16:00,light
803,5,2015-02-13 02:17:00,2015-02-13 04:29:00,sedentary
803,5,2015-02-13 04:30:00,2015-02-13 04:34:00,sedentary
803,5,2015-02-13 04:35:00,2015-02-13 06:34:00,sleep
803,6,2015-02-13 06:35:00,2015-02-13 08:47:00,light
803,6,2015-02-13 08:48:00,2015-02-13 09:28:00,moderate
803,6,2015-02-13 09:29:00,2015-02-13 12:02:00,light
803,6,2015-02-13 12:03:00,2015-02-13 14:00:00,light
803,6,2015-02-13 14:01:00,2015-02-13 16:52:00,light
803,6,2015-02-13 16:53:00,2015-02-13 17:44:00,sedentary
803,6,2015-02-13 17:45:00,2015-02-13 18:46:00,moderate
803,6,2015-02-13 18:47:00,2015-02-13 20:59:00,vigorous
803,6,2015-02-13 21:00:00,2015-02-13 22:26:00,light
803,6,2015-02-13 22:27:00,2015-02-13 23:22:00,sedentary
803,6,2015-02-13 23:23:00,2015-02-14 07:07:00,sleep
803,7,2015-02-14 07:08:00,2015-02-14 07:51:00,light
803,7,2015-02-14 07:52:00,2015-02-14 09:09:00,light
803,7,2015-02-14 09:10:00,2015-02-14 09:53:00,light
803,7,2015-02-14 09:54:00,2015-02-14 10:34:00,moderate
803,7,2015-02-14 10:35:00,2015-02-14 11:11:00,light
803,7,2015-02-14 11:12:00,2015-02-14 11:51:00,moderate
803,7,2015-02-14 11:52:00,2015-02-14 12:55:00,light
803,7,2015-02-14 12:56:00,2015-02-14 13:25:00,light
803,7,2015-02-14 13:26:00,2015-02-14 15:48:00,light
803,7,2015-02-14 15:49:00,2015-02-14 16:26:00,moderate
803,7,2015-02-14 16:27:00,2015-02-14 17:03:00,light
803,7,2015-02-14 17:04:00,2015-02-14 18:29:00,moderate
803,7,2015-02-14 18:30:00,2015-02-14 18:59:00,light
803,7,2015-02-14 19:00:00,2015-02-14 19:38:00,moderate
803,7,2015-02-14 19:39:00,2015-02-14 20:17:00,light
803,7,2015-02-14 20:18:00,2015-02-14 21:21:00,light
803,7,2015-02-14 21:22:00,2015-02-14 21:39:00,sedentary
803,7,2015-02-14 21:40:00,2015-02-15 03:58:00,sleep
803,8,2015-02-15 03:59:00,2015-02-15 05:17:00,moderate
803,8,2015-02-15 05:18:00,2015-02-15 06:25:00,sedentary
803,8,2015-02-15 06:26:00,2015-02-15 07:13:00,moderate
803,8,2015-02-15 07:14:00,2015-02-15 09:00:00,light
803,8,2015-02-15 09:01:00,2015-02-15 09:31:00,vigorous
803,8,2015-02-15 09:32:00,2015-02-15 10:05:00,light
803,8,2015-02-15 10:06:00,2015-02-15 10:38:00,vigorous
803,8,2015-02-15 10:39:00,2015-02-15 11:08:00,light
803,8,2015-02-15 11:09:00,2015-02-15 11:45:00,vigorous
803,8,2015-02-15 11:46:00,2015-02-15 12:32:00,light
803,8,2015-02-15 12:33:00,2015-02-15 13:04:00,vigorous
803,8,2015-02-15 13:05:00,2015-02-15 13:58:00,light
803,8,2015-02-15 13:59:00,2015-02-15 14:59:00,sedentary
803,8,2015-02-15 15:00:00,2015-02-15 18:14:00,light
803,8,2015-02-15 18:15:00,2015-02-15 18:44:00,moderate
803,8,2015-02-15 18:45:00,2015-02-15 19:18:00,light
803,8,2015-02-15 19:19:00,2015-02-15 20:33:00,light
803,8,2015-02-15 20:34:00,2015-02-15 21:16:00,sedentary
803,8,2015-02-15 21:17:00,2015-02-16 04:20:00,sleep
