device_id,segment_code,start_time,end_time,activity_level
928,1,2015-03-01 14:00:00,2015-03-01 14:47:00,light
928,1,2015-03-01 14:48:00,2015-03-01 15:50:00,sedentary
928,1,2015-03-01 15:51:00,2015-03-01 17:22:00,light
928,1,2015-03-01 17:23:00,2015-03-01 19:15:00,light
928,1,2015-03-01 19:16:00,2015-03-01 20:50:00,light
928,1,2015-03-01 20:51:00,2015-03-01 22:18:00,light
928,1,2015-03-01 22:19:00,2015-03-01 22:31:00,sedentary
928,1,2015-03-01 22:32:00,2015-03-02 05:13:00,sleep
928,2,2015-03-02 05:14:00,2015-03-02 06:11:00,moderate
928,2,2015-03-02 06:12:00,2015-03-02 06:41:00,light
928,2,2015-03-02 06:42:00,2015-03-02 07:18:00,light
928,2,2015-03-02 07:19:00,2015-03-02 09:34:00,light
928,2,2015-03-02 09:35:00,2015-03-02 10:56:00,light
928,2,2015-03-02 10:57:00,2015-03-02 14:12:00,light
928,2,2015-03-02 14:13:00,2015-03-02 14:42:00,moderate
928,2,2015-03-02 14:43:00,2015-03-02 15:52:00,sedentary
928,2,2015-03-02 15:53:00,2015-03-02 17:58:00,light
928,2,2015-03-02 17:59:00,2015-03-02 18:29:00,light
928,2,2015-03-02 18:30:00,2015-03-02 19:25:00,light
928,2,2015-03-02 19:26:00,2015-03-02 21:13:00,light
928,2,2015-03-02 21:14:00,2015-03-02 21:46:00,sedentary
928,2,2015-03-02 21:47:00,2015-03-03 00:58:00,sleep
928,3,2015-03-03 00:59:00,2015-03-03 01:51:00,sedentary
928,3,2015-03-03 01:52:00,2015-03-03 01:54:00,sedentary
928,3,2015-03-03 01:55:00,2015-03-03 05:34:00,sleep
928,4,2015-03-03 05:35:00,2015-03-03 12:08:00,light
928,4,2015-03-03 12:09:00,2015-03-03 12:47:00,light
928,4,2015-03-03 12:48:00,2015-03-03 13:52:00,light
928,4,2015-03-03 13:53:00,2015-03-03 16:45:00,light
928,4,2015-03-03 16:46:00,2015-03-03 17:41:00,light
928,4,2015-03-03 17:42:00,2015-03-03 19:37:00,light
928,4,2015-03-03 19:38:00,2015-03-03 20:17:00,light
928,4,2015-03-03 20:18:00,2015-03-03 22:14:00,sedentary
928,4,2015-03-03 22:15:00,2015-03-04 05:05:00,sleep
