device_id,segment_code,start_time,end_time,activity_level
903,1,2015-02-15 14:00:00,2015-02-15 15:46:00,light
903,1,2015-02-15 15:47:00,2015-02-15 16:16:00,sedentary
903,1,2015-02-15 16:17:00,2015-02-15 16:46:00,light
903,1,2015-02-15 16:47:00,2015-02-15 17:42:00,light
903,1,2015-02-15 17:43:00,2015-02-15 18:31:00,light
903,1,2015-02-15 18:32:00,2015-02-15 20:09:00,light
903,1,2015-02-15 20:10:00,2015-02-15 21:25:00,light
903,1,2015-02-15 21:26:00,2015-02-15 21:55:00,light
903,1,2015-02-15 21:56:00,2015-02-15 22:17:00,sedentary
903,1,2015-02-15 22:18:00,2015-02-16 06:00:00,sleep
903,2,2015-02-16 06:01:00,2015-02-16 09:43:00,light
903,2,2015-02-16 09:44:00,2015-02-16 12:02:00,light
903,2,2015-02-16 12:03:00,2015-02-16 12:46:00,light
903,2,2015-02-16 12:47:00,2015-02-16 14:25:00,light
903,2,2015-02-16 14:26:00,2015-02-16 16:15:00,light
903,2,2015-02-16 16:16:00,2015-02-16 16:56:00,vigorous
903,2,2015-02-16 16:57:00,2015-02-16 18:00:00,moderate
903,2,2015-02-16 18:01:00,2015-02-16 20:18:00,light
903,2,2015-02-16 20:19:00,2015-02-16 21:59:00,light
903,2,2015-02-16 22:00:00,2015-02-16 22:55:00,sedentary
903,2,2015-02-16 22:56:00,2015-02-17 06:12:00,sleep
903,3,2015-02-17 06:13:00,2015-02-17 07:03:00,light
903,3,2015-02-17 07:04:00,2015-02-17 08:24:00,light
903,3,2015-02-17 08:25:00,2015-02-17 09:35:00,light
903,3,2015-02-17 09:36:00,2015-02-17 10:05:00,moderate
903,3,2015-02-17 10:06:00,2015-02-17 10:51:00,light
903,3,2015-02-17 10:52:00,2015-02-17 11:32:00,light
903,3,2015-02-17 11:33:00,2015-02-17 12:02:00,vigorous
903,3,2015-02-17 12:03:00,2015-02-17 13:06:00,light
903,3,2015-02-17 13:07:00,2015-02-17 13:37:00,light
903,3,2015-02-17 13:38:00,2015-02-17 14:10:00,moderate
903,3,2015-02-17 14:11:00,2015-02-17 14:14:00,sedentary
903,3,2015-02-17 14:15:00,2015-02-17 18:51:00,sleep
903,4,2015-02-17 18:52:00,2015-02-17 19:37:00,light
903,4,2015-02-17 19:38:00,2015-02-17 20:23:00,light
903,4,2015-02-17 20:24:00,2015-02-17 21:28:00,light
903,4,2015-02-17 21:29:00,2015-02-17 22:28:00,sedentary
903,4,2015-02-17 22:29:00,2015-02-18 05:46:00,sleep
903,5,2015-02-18 05:47:00,2015-02-18 06:16:00,light
903,5,2015-02-18 06:17:00,2015-02-18 06:47:00,light
903,5,2015-02-18 06:48:00,2015-02-18 07:17:00,light
