device_id,segment_code,start_time,end_time,activity_level
883,1,2015-02-12 14:00:00,2015-02-12 14:40:00,light
883,1,2015-02-12 14:41:00,2015-02-12 15:10:00,moderate
883,1,2015-02-12 15:11:00,2015-02-12 16:02:00,light
883,1,2015-02-12 16:03:00,2015-02-12 19:39:00,light
883,1,2015-02-12 19:40:00,2015-02-12 20:09:00,light
883,1,2015-02-12 20:10:00,2015-02-12 21:24:00,sedentary
883,1,2015-02-12 21:25:00,2015-02-13 05:07:00,sleep
883,2,2015-02-13 05:08:00,2015-02-13 05:39:00,light
883,2,2015-02-13 05:40:00,2015-02-13 06:57:00,sedentary
883,2,2015-02-13 06:58:00,2015-02-13 08:14:00,light
883,2,2015-02-13 08:15:00,2015-02-13 10:16:00,light
883,2,2015-02-13 10:17:00,2015-02-13 10:58:00,light
883,2,2015-02-13 10:59:00,2015-02-13 11:35:00,moderate
883,2,2015-02-13 11:36:00,2015-02-13 14:19:00,light
883,2,2015-02-13 14:20:00,2015-02-13 15:07:00,light
883,2,2015-02-13 15:08:00,2015-02-13 16:05:00,moderate
883,2,2015-02-13 16:06:00,2015-02-13 17:28:00,sedentary
883,2,2015-02-13 17:29:00,2015-02-13 19:00:00,light
883,2,2015-02-13 19:01:00,2015-02-13 20:02:00,light
883,2,2015-02-13 20:03:00,2015-02-13 20:34:00,moderate
883,2,2015-02-13 20:35:00,2015-02-13 21:19:00,sedentary
883,2,2015-02-13 21:20:00,2015-02-14 04:25:00,sleep
883,3,2015-02-14 04:26:00,2015-02-14 06:29:00,sedentary
883,3,2015-02-14 06:30:00,2015-02-14 07:17:00,light
883,3,2015-02-14 07:18:00,2015-02-14 09:27:00,light
883,3,2015-02-14 09:28:00,2015-02-14 09:57:00,moderate
883,3,2015-02-14 09:58:00,2015-02-14 10:58:00,light
883,3,2015-02-14 10:59:00,2015-02-14 13:08:00,light
883,3,2015-02-14 13:09:00,2015-02-14 13:39:00,light
883,3,2015-02-14 13:40:00,2015-02-14 14:19:00,light
883,3,2015-02-14 14:20:00,2015-02-14 17:23:00,light
883,3,2015-02-14 17:24:00,2015-02-14 18:13:00,light
883,3,2015-02-14 18:14:00,2015-02-14 20:04:00,sedentary
