device_id,segment_code,start_time,end_time,activity_level
962,1,2015-02-15 14:00:00,2015-02-15 15:11:00,moderate
962,1,2015-02-15 15:12:00,2015-02-15 16:25:00,light
962,1,2015-02-15 16:26:00,2015-02-15 17:24:00,vigorous
962,1,2015-02-15 17:25:00,2015-02-15 17:54:00,light
962,1,2015-02-15 17:55:00,2015-02-15 18:49:00,moderate
962,1,2015-02-15 18:50:00,2015-02-15 19:36:00,light
962,1,2015-02-15 19:37:00,2015-02-15 20:11:00,vigorous
962,1,2015-02-15 20:12:00,2015-02-15 21:10:00,light
962,1,2015-02-15 21:11:00,2015-02-15 23:04:00,light
962,1,2015-02-15 23:05:00,2015-02-15 23:34:00,moderate
962,1,2015-02-15 23:35:00,2015-02-16 01:54:00,light
962,1,2015-02-16 01:55:00,2015-02-16 02:08:00,sedentary
962,1,2015-02-16 02:09:00,2015-02-16 06:42:00,sleep
962,2,2015-02-16 06:43:00,2015-02-16 07:52:00,light
962,2,2015-02-16 07:53:00,2015-02-16 08:59:00,light
962,2,2015-02-16 09:00:00,2015-02-16 09:32:00,light
962,2,2015-02-16 09:33:00,2015-02-16 10:05:00,moderate
962,2,2015-02-16 10:06:00,2015-02-16 10:35:00,light
962,2,2015-02-16 10:36:00,2015-02-16 11:57:00,light
962,2,2015-02-16 11:58:00,2015-02-16 13:00:00,light
962,2,2015-02-16 13:01:00,2015-02-16 13:40:00,sedentary
962,2,2015-02-16 13:41:00,2015-02-16 14:20:00,light
962,2,2015-02-16 14:21:00,2015-02-16 14:23:00,sedentary
962,2,2015-02-16 14:24:00,2015-02-16 20:48:00,sleep
962,3,2015-02-16 20:49:00,2015-02-16 21:58:00,light
962,3,2015-02-16 21:59:00,2015-02-16 22:44:00,light
962,3,2015-02-16 22:45:00,2015-02-16 23:37:00,light
962,3,2015-02-16 23:38:00,2015-02-17 22:54:00,sleep
962,4,2015-02-17 22:55:00,2015-02-17 23:31:00,light
962,4,2015-02-17 23:32:00,2015-02-18 00:39:00,light
962,4,2015-02-18 00:40:00,2015-02-18 00:43:00,sedentary
962,4,2015-02-18 00:44:00,2015-02-18 06:38:00,sleep
962,5,2015-02-18 06:39:00,2015-02-18 07:19:00,light
962,5,2015-02-18 07:20:00,2015-02-18 07:54:00,light
962,5,2015-02-18 07:55:00,2015-02-18 09:34:00,light
962,5,2015-02-18 09:35:00,2015-02-18 10:04:00,moderate
962,5,2015-02-18 10:05:00,2015-02-18 10:44:00,light
962,5,2015-02-18 10:45:00,2015-02-18 11:35:00,light
962,5,2015-02-18 11:36:00,2015-02-18 12:15:00,moderate
962,5,2015-02-18 12:16:00,2015-02-18 14:09:00,light
962,5,2015-02-18 14:10:00,2015-02-18 14:13:00,sedentary
962,5,2015-02-18 14:14:00,2015-02-19 07:36:00,sleep
