device_id,segment_code,start_time,end_time,activity_level
728,1,2015-02-25 14:00:00,2015-02-25 14:56:00,light
728,1,2015-02-25 14:57:00,2015-02-25 15:32:00,moderate
728,1,2015-02-25 15:33:00,2015-02-25 17:21:00,light
728,1,2015-02-25 17:22:00,2015-02-25 20:06:00,light
728,1,2015-02-25 20:07:00,2015-02-25 21:01:00,moderate
728,1,2015-02-25 21:02:00,2015-02-25 22:30:00,sedentary
728,1,2015-02-25 22:31:00,2015-02-26 02:09:00,sleep
728,2,2015-02-26 02:10:00,2015-02-26 02:45:00,light
728,2,2015-02-26 02:46:00,2015-02-26 03:13:00,sedentary
728,2,2015-02-26 03:14:00,2015-02-26 03:57:00,sleep
728,3,2015-02-26 03:58:00,2015-02-26 04:37:00,light
728,3,2015-02-26 04:38:00,2015-02-26 05:23:00,moderate
728,3,2015-02-26 05:24:00,2015-02-26 06:44:00,light
728,3,2015-02-26 06:45:00,2015-02-26 07:18:00,light
728,3,2015-02-26 07:19:00,2015-02-26 08:56:00,light
728,3,2015-02-26 08:57:00,2015-02-26 09:34:00,light
728,3,2015-02-26 09:35:00,2015-02-26 10:04:00,moderate
728,3,2015-02-26 10:05:00,2015-02-26 10:54:00,light
728,3,2015-02-26 10:55:00,2015-02-26 11:36:00,sedentary
728,3,2015-02-26 11:37:00,2015-02-26 12:06:00,moderate
728,3,2015-02-26 12:07:00,2015-02-26 13:34:00,light
728,3,2015-02-26 13:35:00,2015-02-26 15:18:00,light
728,3,2015-02-26 15:19:00,2015-02-26 15:54:00,light
728,3,2015-02-26 15:55:00,2015-02-26 17:07:00,light
728,3,2015-02-26 17:08:00,2015-02-26 18:05:00,light
728,3,2015-02-26 18:06:00,2015-02-26 20:29:00,sedentary
728,3,2015-02-26 20:30:00,2015-02-26 20:59:00,moderate
728,3,2015-02-26 21:00:00,2015-02-26 21:17:00,sedentary
728,3,2015-02-26 21:18:00,2015-02-26 22:04:00,sleep
728,4,2015-02-26 22:05:00,2015-02-26 22:34:00,light
728,4,2015-02-26 22:35:00,2015-02-26 23:01:00,light
728,4,2015-02-26 23:02:00,2015-02-27 05:28:00,sleep
728,5,2015-02-27 05:29:00,2015-02-27 07:48:00,sedentary
728,5,2015-02-27 07:49:00,2015-02-27 09:54:00,light
728,5,2015-02-27 09:55:00,2015-02-27 10:30:00,sedentary
728,5,2015-02-27 10:31:00,2015-02-27 12:33:00,light
728,5,2015-02-27 12:34:00,2015-02-27 13:09:00,light
728,5,2015-02-27 13:10:00,2015-02-27 14:53:00,light
728,5,2015-02-27 14:54:00,2015-02-27 15:51:00,sedentary
728,5,2015-02-27 15:52:00,2015-02-27 16:24:00,light
728,5,2015-02-27 16:25:00,2015-02-27 18:23:00,light
728,5,2015-02-27 18:24:00,2015-02-27 18:54:00,moderate
728,5,2015-02-27 18:55:00,2015-02-27 19:58:00,light
728,5,2015-02-27 19:59:00,2015-02-27 20:28:00,moderate
728,5,2015-02-27 20:29:00,2015-02-27 22:06:00,light
728,5,2015-02-27 22:07:00,2015-02-27 23:18:00,light
728,5,2015-02-27 23:19:00,2015-02-28 00:07:00,sedentary
728,5,2015-02-28 00:08:00,2015-02-28 06:02:00,sleep
728,6,2015-02-28 06:03:00,2015-02-28 07:00:00,sedentary
728,6,2015-02-28 07:01:00,2015-02-28 07:59:00,light
728,6,2015-02-28 08:00:00,2015-02-28 09:02:00,light
728,6,2015-02-28 09:03:00,2015-02-28 09:49:00,moderate
728,6,2015-02-28 09:50:00,2015-02-28 10:23:00,sedentary
728,6,2015-02-28 10:24:00,2015-02-28 12:06:00,light
728,6,2015-02-28 12:07:00,2015-02-28 13:51:00,light
728,6,2015-02-28 13:52:00,2015-02-28 14:36:00,light
728,6,2015-02-28 14:37:00,2015-02-28 15:45:00,light
728,6,2015-02-28 15:46:00,2015-02-28 16:49:00,light
728,6,2015-02-28 16:50:00,2015-02-28 18:01:00,light
728,6,2015-02-28 18:02:00,2015-02-28 19:48:00,light
728,6,2015-02-28 19:49:00,2015-02-28 20:20:00,moderate
728,6,2015-02-28 20:21:00,2015-02-28 21:00:00,light
728,6,2015-02-28 21:01:00,2015-02-28 21:39:00,sedentary
728,6,2015-02-28 21:40:00,2015-03-01 01:00:00,sleep
728,7,2015-03-01 01:01:00,2015-03-01 01:37:00,sedentary
728,7,2015-03-01 01:38:00,2015-03-01 02:55:00,light
728,7,2015-03-01 02:56:00,2015-03-01 03:02:00,sedentary
728,7,2015-03-01 03:03:00,2015-03-01 03:52:00,sleep
728,8,2015-03-01 03:53:00,2015-03-01 05:23:00,light
728,8,2015-03-01 05:24:00,2015-03-01 06:13:00,light
728,8,2015-03-01 06:14:00,2015-03-01 08:06:00,light
728,8,2015-03-01 08:07:00,2015-03-01 09:13:00,sedentary
728,8,2015-03-01 09:14:00,2015-03-01 11:53:00,light
728,8,2015-03-01 11:54:00,2015-03-01 13:31:00,sedentary
728,8,2015-03-01 13:32:00,2015-03-01 15:30:00,light
728,8,2015-03-01 15:31:00,2015-03-01 19:10:00,light
728,8,2015-03-01 19:11:00,2015-03-01 19:40:00,light
728,8,2015-03-01 19:41:00,2015-03-01 20:29:00,light
728,8,2015-03-01 20:30:00,2015-03-01 21:11:00,sedentary
728,8,2015-03-01 21:12:00,2015-03-02 02:42:00,sleep
728,9,2015-03-02 02:43:00,2015-03-02 04:34:00,sedentary
728,9,2015-03-02 04:35:00,2015-03-02 05:23:00,moderate
728,9,2015-03-02 05:24:00,2015-03-02 06:45:00,light
728,9,2015-03-02 06:46:00,2015-03-02 07:15:00,light
728,9,2015-03-02 07:16:00,2015-03-02 07:45:00,sedentary
728,9,2015-03-02 07:46:00,2015-03-02 11:32:00,light
728,9,2015-03-02 11:33:00,2015-03-02 12:14:00,moderate
728,9,2015-03-02 12:15:00,2015-03-02 13:03:00,moderate
728,9,2015-03-02 13:04:00,2015-03-02 13:33:00,light
728,9,2015-03-02 13:34:00,2015-03-02 14:15:00,light
728,9,2015-03-02 14:16:00,2015-03-02 15:12:00,light
728,9,2015-03-02 15:13:00,2015-03-02 20:00:00,light
728,9,2015-03-02 20:01:00,2015-03-02 21:35:00,light
728,9,2015-03-02 21:36:00,2015-03-02 22:20:00,sedentary
728,9,2015-03-02 22:21:00,2015-03-03 03:54:00,sleep
728,10,2015-03-03 03:55:00,2015-03-03 04:27:00,light
728,10,2015-03-03 04:28:00,2015-03-03 05:25:00,light
728,10,2015-03-03 05:26:00,2015-03-03 06:41:00,light
728,10,2015-03-03 06:42:00,2015-03-03 07:12:00,light
728,10,2015-03-03 07:13:00,2015-03-03 11:36:00,light
728,10,2015-03-03 11:37:00,2015-03-03 12:52:00,light
728,10,2015-03-03 12:53:00,2015-03-03 13:31:00,light
728,10,2015-03-03 13:32:00,2015-03-03 15:12:00,light
728,10,2015-03-03 15:13:00,2015-03-03 20:09:00,light
728,10,2015-03-03 20:10:00,2015-03-03 21:33:00,light
728,10,2015-03-03 21:34:00,2015-03-03 22:17:00,sedentary
728,10,2015-03-03 22:18:00,2015-03-04 03:56:00,sleep
