device_id,segment_code,start_time,end_time,activity_level
697,1,2015-03-02 14:00:00,2015-03-02 15:58:00,light
697,1,2015-03-02 15:59:00,2015-03-02 16:50:00,light
697,1,2015-03-02 16:51:00,2015-03-02 17:20:00,light
697,1,2015-03-02 17:21:00,2015-03-02 18:06:00,light
697,1,2015-03-02 18:07:00,2015-03-02 18:55:00,light
697,1,2015-03-02 18:56:00,2015-03-02 19:26:00,moderate
697,1,2015-03-02 19:27:00,2015-03-02 20:20:00,sedentary
697,1,2015-03-02 20:21:00,2015-03-02 22:17:00,light
697,1,2015-03-02 22:18:00,2015-03-02 22:39:00,sedentary
697,1,2015-03-02 22:40:00,2015-03-03 06:05:00,sleep
697,2,2015-03-03 06:06:00,2015-03-03 06:38:00,light
697,2,2015-03-03 06:39:00,2015-03-03 07:41:00,light
697,2,2015-03-03 07:42:00,2015-03-03 08:57:00,light
697,2,2015-03-03 08:58:00,2015-03-03 09:31:00,light
697,2,2015-03-03 09:32:00,2015-03-03 10:05:00,moderate
697,2,2015-03-03 10:06:00,2015-03-03 11:30:00,light
697,2,2015-03-03 11:31:00,2015-03-03 12:56:00,light
697,2,2015-03-03 12:57:00,2015-03-03 13:53:00,light
697,2,2015-03-03 13:54:00,2015-03-03 17:02:00,light
697,2,2015-03-03 17:03:00,2015-03-03 17:22:00,sedentary
697,2,2015-03-03 17:23:00,2015-03-03 18:28:00,sleep
697,3,2015-03-03 18:29:00,2015-03-03 19:00:00,sedentary
697,3,2015-03-03 19:01:00,2015-03-03 19:36:00,light
697,3,2015-03-03 19:37:00,2015-03-03 23:09:00,light
697,3,2015-03-03 23:10:00,2015-03-04 00:37:00,sedentary
697,3,2015-03-04 00:38:00,2015-03-04 00:41:00,sedentary
697,3,2015-03-04 00:42:00,2015-03-04 05:54:00,sleep
697,4,2015-03-04 05:55:00,2015-03-04 07:03:00,sedentary
697,4,2015-03-04 07:04:00,2015-03-04 08:13:00,light
697,4,2015-03-04 08:14:00,2015-03-04 08:43:00,light
697,4,2015-03-04 08:44:00,2015-03-04 09:38:00,light
697,4,2015-03-04 09:39:00,2015-03-04 10:12:00,light
697,4,2015-03-04 10:13:00,2015-03-04 11:38:00,light
697,4,2015-03-04 11:39:00,2015-03-04 12:08:00,moderate
697,4,2015-03-04 12:09:00,2015-03-04 13:40:00,light
697,4,2015-03-04 13:41:00,2015-03-04 14:42:00,light
697,4,2015-03-04 14:43:00,2015-03-04 15:43:00,light
697,4,2015-03-04 15:44:00,2015-03-04 17:09:00,light
697,4,2015-03-04 17:10:00,2015-03-04 17:13:00,sedentary
697,4,2015-03-04 17:14:00,2015-03-04 18:37:00,sleep
697,5,2015-03-04 18:38:00,2015-03-04 19:07:00,light
697,5,2015-03-04 19:08:00,2015-03-04 19:51:00,light
697,5,2015-03-04 19:52:00,2015-03-04 21:13:00,light
697,5,2015-03-04 21:14:00,2015-03-04 21:58:00,light
